Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
8,08-04-2012,"Subrata Roy Sahara Stadium, Pune",Pune Warriors India,Kings XI Punjab,Kings XI Punjab,Bat,Group,166.0,6.0,144.0,8.0,Pune Warriors India,Runs,22.0,Marlon Samuels
9,09-04-2012,"ACA-VDCA Stadium, Visakhapatnam",Deccan Chargers,Mumbai Indians,Mumbai Indians,Bat,Group,138.0,9.0,142.0,5.0,Mumbai Indians,Wickets,5.0,Rohit Sharma
10,10-04-2012,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,165.0,8.0,123.0,9.0,Kolkata Knight Riders,Runs,42.0,Lakshmipathy Balaji
11,10-04-2012,"Feroz Shah Kotla, Delhi",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Group,110.0,8.0,111.0,2.0,Delhi Daredevils,Wickets,8.0,Morne Morkel
12,11-04-2012,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,197.0,6.0,170.0,10.0,Mumbai Indians,Runs,27.0,Kieron Pollard
13,12-04-2012,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,205.0,8.0,208.0,5.0,Chennai Super Kings,Wickets,5.0,Francois du Plessis
14,12-04-2012,"Punjab Cricket Association Stadium, Mohali",Pune Warriors India,Kings XI Punjab,Kings XI Punjab,Field,Group,115.0,10.0,116.0,3.0,Kings XI Punjab,Wickets,7.0,Dimitri Mascarenhas
15,13-04-2012,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,131.0,5.0,137.0,5.0,Kolkata Knight Riders,Wickets,5.0,Shakib Al Hasan
16,14-04-2012,"Subrata Roy Sahara Stadium, Pune",Chennai Super Kings,Pune Warriors India,Chennai Super Kings,Bat,Group,155.0,5.0,156.0,3.0,Pune Warriors India,Wickets,7.0,Jesse Ryder
17,15-04-2012,"Eden Gardens, Kolkata",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,134.0,9.0,132.0,7.0,Kings XI Punjab,Runs,2.0,Sunil Narine
18,15-04-2012,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,195.0,2.0,136.0,10.0,Rajasthan Royals,Runs,59.0,Ajinkya Rahane
19,16-04-2012,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,92.0,10.0,93.0,3.0,Delhi Daredevils,Wickets,7.0,Shahbaz Nadeem
20,17-04-2012,"Sawai Mansingh Stadium, Jaipur",Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Group,196.0,2.0,197.0,5.0,Rajasthan Royals,Wickets,5.0,Brad Hodge
21,17-04-2012,"M. Chinnaswamy Stadium, Bangalore",Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,Bat,Group,182.0,6.0,186.0,4.0,Royal Challengers Bangalore,Wickets,6.0,Chris Gayle
22,18-04-2012,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,124.0,7.0,127.0,2.0,Kolkata Knight Riders,Wickets,8.0,Gautam Gambhir
23,19-04-2012,"Feroz Shah Kotla, Delhi",Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,157.0,8.0,162.0,5.0,Delhi Daredevils,Wickets,5.0,Kevin Pietersen
24,19-04-2012,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Pune Warriors India,Pune Warriors India,Field,Group,164.0,5.0,151.0,7.0,Chennai Super Kings,Runs,13.0,Nuwan Kulasekara
25,20-04-2012,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,163.0,6.0,166.0,5.0,Royal Challengers Bangalore,Wickets,5.0,Chris Gayle
26,21-04-2012,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Group,146.0,4.0,147.0,3.0,Chennai Super Kings,Wickets,7.0,Francois du Plessis
27,21-04-2012,"Feroz Shah Kotla, Delhi",Pune Warriors India,Delhi Daredevils,Delhi Daredevils,Field,Group,192.0,3.0,172.0,7.0,Pune Warriors India,Runs,20.0,Sourav Ganguly
28,22-04-2012,"Wankhede Stadium, Mumbai",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,163.0,6.0,164.0,4.0,Kings XI Punjab,Wickets,6.0,Shaun Marsh
29,22-04-2012,"Barabati Stadium, Cuttack",Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,126.0,7.0,127.0,5.0,Kolkata Knight Riders,Wickets,5.0,Brett Lee
30,23-04-2012,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,189.0,3.0,143.0,7.0,Royal Challengers Bangalore,Runs,46.0,AB de Villiers
31,24-04-2012,"Subrata Roy Sahara Stadium, Pune",Pune Warriors India,Delhi Daredevils,Pune Warriors India,Bat,Group,146.0,2.0,148.0,2.0,Delhi Daredevils,Wickets,8.0,Virender Sehwag
32,24-04-2012,"Eden Gardens, Kolkata",Kolkata Knight Riders,Deccan Chargers,,,,,,,,,,,
33,25-04-2012,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Bat,Group,168.0,3.0,171.0,6.0,Mumbai Indians,Wickets,4.0,Ambati Rayudu
34,25-04-2012,"M. Chinnaswamy Stadium, Bangalore",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,,,,,,,,,
35,26-04-2012,"Subrata Roy Sahara Stadium, Pune",Deccan Chargers,Pune Warriors India,Deccan Chargers,Bat,Group,177.0,4.0,159.0,7.0,Deccan Chargers,Runs,18.0,Cameron White
36,27-04-2012,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Mumbai Indians,Mumbai Indians,Field,Group,207.0,5.0,170.0,9.0,Delhi Daredevils,Runs,37.0,Virender Sehwag
37,28-04-2012,"M. A. Chidambaram Stadium, Chennai",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,156.0,8.0,149.0,8.0,Kings XI Punjab,Runs,7.0,Mandeep Singh
38,28-04-2012,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,190.0,4.0,143.0,6.0,Kolkata Knight Riders,Runs,47.0,Gautam Gambhir
39,29-04-2012,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,152.0,6.0,151.0,3.0,Delhi Daredevils,Runs,1.0,Virender Sehwag
40,29-04-2012,"Wankhede Stadium, Mumbai",Deccan Chargers,Mumbai Indians,Mumbai Indians,Field,Group,100.0,10.0,101.0,5.0,Mumbai Indians,Wickets,5.0,Dale Steyn
41,30-04-2012,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,139.0,5.0,140.0,5.0,Kolkata Knight Riders,Wickets,5.0,Gautam Gambhir
42,01-05-2012,"Barabati Stadium, Cuttack",Deccan Chargers,Pune Warriors India,Deccan Chargers,Bat,Group,186.0,4.0,173.0,5.0,Deccan Chargers,Runs,13.0,Kumar Sangakkara
43,01-05-2012,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Bat,Group,141.0,6.0,144.0,4.0,Delhi Daredevils,Wickets,6.0,Pawan Negi
44,02-05-2012,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,158.0,5.0,163.0,6.0,Kings XI Punjab,Wickets,4.0,Azhar Mahmood
45,03-05-2012,"Subrata Roy Sahara Stadium, Pune",Mumbai Indians,Pune Warriors India,Mumbai Indians,Bat,Group,120.0,9.0,119.0,6.0,Mumbai Indians,Runs,1.0,Lasith Malinga
46,04-05-2012,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Group,160.0,6.0,150.0,5.0,Chennai Super Kings,Runs,10.0,Suresh Raina
47,05-05-2012,"Eden Gardens, Kolkata",Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,Bat,Group,150.0,6.0,143.0,8.0,Kolkata Knight Riders,Runs,7.0,Sunil Narine
48,05-05-2012,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Bat,Group,177.0,6.0,134.0,8.0,Rajasthan Royals,Runs,43.0,Shane Watson
49,06-05-2012,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,173.0,8.0,174.0,8.0,Mumbai Indians,Wickets,2.0,Dwayne Smith
50,06-05-2012,"M. Chinnaswamy Stadium, Bangalore",Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,181.0,2.0,185.0,5.0,Royal Challengers Bangalore,Wickets,5.0,AB de Villiers
51,07-05-2012,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,Bat,Group,153.0,9.0,154.0,4.0,Kolkata Knight Riders,Wickets,6.0,Jacques Kallis
52,08-05-2012,"Subrata Roy Sahara Stadium, Pune",Pune Warriors India,Rajasthan Royals,Pune Warriors India,Bat,Group,125.0,6.0,126.0,3.0,Rajasthan Royals,Wickets,7.0,Shane Watson
53,08-05-2012,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kings XI Punjab,Deccan Chargers,Deccan Chargers,Field,Group,170.0,5.0,145.0,8.0,Kings XI Punjab,Runs,25.0,Mandeep Singh
54,09-05-2012,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,141.0,6.0,142.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Chris Gayle
55,10-05-2012,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,187.0,4.0,193.0,1.0,Delhi Daredevils,Wickets,9.0,David Warner
56,10-05-2012,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Group,126.0,6.0,127.0,6.0,Chennai Super Kings,Wickets,4.0,Ben Hilfenhaus
57,11-05-2012,"Subrata Roy Sahara Stadium, Pune",Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,Field,Group,173.0,3.0,138.0,9.0,Royal Challengers Bangalore,Runs,35.0,Chris Gayle
58,12-05-2012,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,Group,182.0,1.0,155.0,4.0,Mumbai Indians,Runs,27.0,Rohit Sharma
59,12-05-2012,"M. A. Chidambaram Stadium, Chennai",Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,Field,Group,114.0,5.0,115.0,1.0,Chennai Super Kings,Wickets,9.0,Ben Hilfenhaus
60,13-05-2012,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Pune Warriors India,Rajasthan Royals,Bat,Group,170.0,4.0,125.0,9.0,Rajasthan Royals,Runs,45.0,Ajit Chandila
61,13-05-2012,"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,Kings XI Punjab,Deccan Chargers,Bat,Group,190.0,4.0,194.0,6.0,Kings XI Punjab,Wickets,4.0,David Hussey
62,14-05-2012,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,171.0,6.0,173.0,5.0,Mumbai Indians,Wickets,5.0,Ambati Rayudu
63,14-05-2012,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,158.0,6.0,160.0,5.0,Chennai Super Kings,Wickets,5.0,Michael Hussey
64,15-05-2012,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,Bat,Group,136.0,8.0,140.0,5.0,Delhi Daredevils,Wickets,5.0,Umesh Yadav
65,16-05-2012,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,140.0,7.0,108.0,10.0,Kolkata Knight Riders,Runs,32.0,Sunil Narine
66,17-05-2012,"HPCA Stadium, Dharamsala",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,Field,Group,120.0,7.0,123.0,4.0,Kings XI Punjab,Wickets,6.0,Adam Gilchrist
67,17-05-2012,"Feroz Shah Kotla, Delhi",Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,215.0,1.0,194.0,9.0,Royal Challengers Bangalore,Runs,21.0,Chris Gayle
68,18-05-2012,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Bat,Group,126.0,8.0,128.0,5.0,Deccan Chargers,Wickets,5.0,Dale Steyn
69,19-05-2012,"HPCA Stadium, Dharamsala",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,141.0,8.0,145.0,4.0,Delhi Daredevils,Wickets,6.0,Umesh Yadav
70,19-05-2012,"Subrata Roy Sahara Stadium, Pune",Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,Bat,Group,136.0,4.0,102.0,8.0,Kolkata Knight Riders,Runs,34.0,Shakib Al Hasan
71,20-05-2012,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,132.0,7.0,123.0,9.0,Deccan Chargers,Runs,9.0,Dale Steyn
72,20-05-2012,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,Group,162.0,6.0,163.0,0.0,Mumbai Indians,Wickets,10.0,Dwayne Smith
73,22-05-2012,"Subrata Roy Sahara Stadium, Pune",Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Playoff,162.0,4.0,144.0,8.0,Kolkata Knight Riders,Runs,18.0,Yusuf Pathan
74,23-05-2012,"M. Chinnaswamy Stadium, Bangalore",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Playoff,187.0,5.0,149.0,9.0,Chennai Super Kings,Runs,38.0,Mahendra Singh Dhoni
75,25-05-2012,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Playoff,222.0,5.0,136.0,10.0,Chennai Super Kings,Runs,86.0,Murali Vijay
76,27-05-2012,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Final,190.0,3.0,192.0,5.0,Kolkata Knight Riders,Wickets,5.0,Manvinder Bisla
1,03-04-2013,"Eden Gardens, Kolkata",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,128.0,10.0,129.0,4.0,Kolkata Knight Riders,Wickets,6.0,Sunil Narine
2,04-04-2013,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,156.0,5.0,154.0,5.0,Royal Challengers Bangalore,Runs,2.0,Chris Gayle
3,05-04-2013,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,Field,Group,126.0,6.0,104.0,10.0,Sunrisers Hyderabad,Runs,22.0,Amit Mishra
4,06-04-2013,"Feroz Shah Kotla, Delhi",Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Bat,Group,165.0,7.0,160.0,6.0,Rajasthan Royals,Runs,5.0,Rahul Dravid
5,06-04-2013,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Group,148.0,6.0,139.0,9.0,Mumbai Indians,Runs,9.0,Kieron Pollard
6,07-04-2013,"Subrata Roy Sahara Stadium, Pune",Pune Warriors India,Kings XI Punjab,Pune Warriors India,Bat,Group,99.0,9.0,100.0,2.0,Kings XI Punjab,Wickets,8.0,Manan Vohra
7,07-04-2013,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Bat,Group,130.0,8.0,130.0,7.0,Sunrisers Hyderabad,Super Over,,Hanuma Vihari
8,08-04-2013,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,144.0,6.0,125.0,10.0,Rajasthan Royals,Runs,19.0,Siddharth Trivedi
9,09-04-2013,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Group,161.0,6.0,162.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Virat Kohli
10,09-04-2013,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Daredevils,Mumbai Indians,Bat,Group,209.0,5.0,165.0,9.0,Mumbai Indians,Runs,44.0,Dinesh Karthik
11,10-04-2013,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,138.0,10.0,139.0,0.0,Chennai Super Kings,Wickets,10.0,Michael Hussey
12,11-04-2013,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,154.0,8.0,158.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Chris Gayle
13,11-04-2013,"Subrata Roy Sahara Stadium, Pune",Rajasthan Royals,Pune Warriors India,Rajasthan Royals,Bat,Group,145.0,5.0,148.0,3.0,Pune Warriors India,Wickets,7.0,Aaron Finch
14,12-04-2013,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Bat,Group,114.0,8.0,115.0,7.0,Sunrisers Hyderabad,Wickets,3.0,Amit Mishra
15,13-04-2013,"Wankhede Stadium, Mumbai",Mumbai Indians,Pune Warriors India,Mumbai Indians,Bat,Group,183.0,3.0,142.0,8.0,Mumbai Indians,Runs,41.0,Rohit Sharma
16,13-04-2013,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,165.0,6.0,166.0,6.0,Chennai Super Kings,Wickets,4.0,Ravindra Jadeja
17,14-04-2013,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Bat,Group,180.0,4.0,132.0,7.0,Kolkata Knight Riders,Runs,48.0,Gautam Gambhir
18,14-04-2013,"Sawai Mansingh Stadium, Jaipur",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,124.0,10.0,126.0,4.0,Rajasthan Royals,Wickets,6.0,James Faulkner
19,15-04-2013,"M. A. Chidambaram Stadium, Chennai",Pune Warriors India,Chennai Super Kings,Pune Warriors India,Bat,Group,159.0,5.0,135.0,8.0,Pune Warriors India,Runs,24.0,Steve Smith
20,16-04-2013,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,157.0,9.0,153.0,9.0,Kings XI Punjab,Runs,4.0,Manpreet Gony
21,16-04-2013,"M. Chinnaswamy Stadium, Bangalore",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,152.0,5.0,152.0,7.0,Royal Challengers Bangalore,Super Over,,Virat Kohli
22,17-04-2013,"Subrata Roy Sahara Stadium, Pune",Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,Field,Group,119.0,8.0,108.0,10.0,Sunrisers Hyderabad,Runs,11.0,Amit Mishra
23,17-04-2013,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,Group,179.0,3.0,92.0,10.0,Rajasthan Royals,Runs,87.0,Ajinkya Rahane
24,18-04-2013,"Feroz Shah Kotla, Delhi",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,169.0,4.0,83.0,10.0,Chennai Super Kings,Runs,86.0,Michael Hussey
25,19-04-2013,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Bat,Group,123.0,9.0,127.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Hanuma Vihari
26,20-04-2013,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,119.0,9.0,124.0,6.0,Chennai Super Kings,Wickets,4.0,Ravindra Jadeja
27,20-04-2013,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,117.0,10.0,123.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Vinay Kumar
28,21-04-2013,"Feroz Shah Kotla, Delhi",Mumbai Indians,Delhi Daredevils,Mumbai Indians,Bat,Group,161.0,4.0,165.0,1.0,Delhi Daredevils,Wickets,9.0,Virender Sehwag
29,21-04-2013,"Punjab Cricket Association Stadium, Mohali",Pune Warriors India,Kings XI Punjab,Kings XI Punjab,Field,Group,185.0,4.0,186.0,3.0,Kings XI Punjab,Wickets,7.0,David Miller
30,22-04-2013,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Group,185.0,4.0,186.0,5.0,Chennai Super Kings,Wickets,5.0,Michael Hussey
31,23-04-2013,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,Field,Group,263.0,5.0,133.0,9.0,Royal Challengers Bangalore,Runs,130.0,Chris Gayle
32,23-04-2013,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,120.0,7.0,121.0,5.0,Kings XI Punjab,Wickets,5.0,Harmeet Singh
33,24-04-2013,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Group,159.0,6.0,162.0,5.0,Mumbai Indians,Wickets,5.0,Dwayne Smith
34,25-04-2013,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Group,159.0,6.0,160.0,5.0,Chennai Super Kings,Wickets,5.0,Mahendra Singh Dhoni
35,26-04-2013,"Eden Gardens, Kolkata",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,149.0,6.0,150.0,4.0,Kolkata Knight Riders,Wickets,6.0,Jacques Kallis
36,27-04-2013,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Group,144.0,9.0,146.0,2.0,Rajasthan Royals,Wickets,8.0,James Faulkner
37,27-04-2013,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,194.0,7.0,136.0,7.0,Mumbai Indians,Runs,58.0,Dwayne Smith
38,28-04-2013,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,200.0,3.0,186.0,4.0,Chennai Super Kings,Runs,14.0,Michael Hussey
39,28-04-2013,"Raipur International Cricket Stadium, Raipur",Delhi Daredevils,Pune Warriors India,Pune Warriors India,Field,Group,164.0,5.0,149.0,4.0,Delhi Daredevils,Runs,15.0,David Warner
40,29-04-2013,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,171.0,6.0,173.0,6.0,Rajasthan Royals,Wickets,4.0,Sanju Samson
41,29-04-2013,"Wankhede Stadium, Mumbai",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,174.0,3.0,170.0,10.0,Mumbai Indians,Runs,4.0,Rohit Sharma
42,30-04-2013,"Subrata Roy Sahara Stadium, Pune",Chennai Super Kings,Pune Warriors India,Chennai Super Kings,Bat,Group,164.0,3.0,127.0,9.0,Chennai Super Kings,Runs,37.0,Mahendra Singh Dhoni
43,01-05-2013,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,129.0,4.0,130.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Ishant Sharma
44,01-05-2013,"Raipur International Cricket Stadium, Raipur",Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,136.0,7.0,137.0,3.0,Delhi Daredevils,Wickets,7.0,David Warner
45,02-05-2013,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,186.0,4.0,171.0,6.0,Chennai Super Kings,Runs,15.0,Suresh Raina
46,02-05-2013,"Subrata Roy Sahara Stadium, Pune",Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,Bat,Group,187.0,3.0,170.0,9.0,Royal Challengers Bangalore,Runs,17.0,AB de Villiers
47,03-05-2013,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,132.0,6.0,133.0,2.0,Kolkata Knight Riders,Wickets,8.0,Yusuf Pathan
48,04-05-2013,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Bat,Group,80.0,10.0,81.0,4.0,Sunrisers Hyderabad,Wickets,6.0,Darren Sammy
49,05-05-2013,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Group,139.0,5.0,79.0,10.0,Mumbai Indians,Runs,60.0,Mitchell Johnson
50,05-05-2013,"Sawai Mansingh Stadium, Jaipur",Pune Warriors India,Rajasthan Royals,Pune Warriors India,Bat,Group,178.0,4.0,182.0,5.0,Rajasthan Royals,Wickets,5.0,Ajinkya Rahane
51,06-05-2013,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,190.0,3.0,194.0,4.0,Kings XI Punjab,Wickets,6.0,David Miller
52,07-05-2013,"Sawai Mansingh Stadium, Jaipur",Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,154.0,4.0,155.0,1.0,Rajasthan Royals,Wickets,9.0,Ajinkya Rahane
53,07-05-2013,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,Group,170.0,6.0,105.0,10.0,Mumbai Indians,Runs,65.0,Sachin Tendulkar
54,08-05-2013,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,223.0,3.0,146.0,8.0,Chennai Super Kings,Runs,77.0,Suresh Raina
55,09-05-2013,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,145.0,6.0,147.0,2.0,Rajasthan Royals,Wickets,8.0,Kevon Cooper
56,09-05-2013,"Subrata Roy Sahara Stadium, Pune",Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,Bat,Group,152.0,6.0,106.0,10.0,Kolkata Knight Riders,Runs,46.0,Gautam Gambhir
57,10-05-2013,"Feroz Shah Kotla, Delhi",Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,183.0,4.0,179.0,7.0,Royal Challengers Bangalore,Runs,4.0,Jaydev Unadkat
